Time,LSTM_Pred,Time in state
2/24/2026 14:02,INCYCLE,00:01.0
2/24/2026 14:02,IDLE,00:17.9
2/24/2026 14:02,INCYCLE,00:02.0
2/24/2026 14:02,IDLE,00:12.5
2/24/2026 14:03,INCYCLE,00:02.0
2/24/2026 14:03,IDLE,00:03.0
2/24/2026 14:03,INCYCLE,00:14.0
2/24/2026 14:03,IDLE,00:01.0
2/24/2026 14:03,INCYCLE,00:01.0
2/24/2026 14:03,IDLE,01:15.9
2/24/2026 14:04,INCYCLE,00:07.0
2/24/2026 14:04,IDLE,00:02.0
2/24/2026 14:04,INCYCLE,00:08.0
2/24/2026 14:05,IDLE,00:01.0
2/24/2026 14:05,INCYCLE,00:03.0
2/24/2026 14:05,IDLE,00:02.0
2/24/2026 14:05,CYCLESTART,00:01.0
2/24/2026 14:05,INCYCLE,00:03.5
2/24/2026 14:05,CYCLESTART,00:04.6
2/24/2026 14:05,INCYCLE,00:25.3
2/24/2026 14:05,INCYCLE,00:02.9
2/24/2026 14:05,INCYCLE,00:00.8
2/24/2026 14:05,CYCLESTART,00:03.3
2/24/2026 14:05,INCYCLE,00:06.0
2/24/2026 14:05,IDLE,00:01.0
2/24/2026 14:05,INCYCLE,00:02.0
2/24/2026 14:05,IDLE,00:01.0
2/24/2026 14:05,INCYCLE,00:27.1
2/24/2026 14:06,IDLE,00:17.0
2/24/2026 14:06,CYCLESTART,00:02.0
2/24/2026 14:06,IDLE,00:15.9
2/24/2026 14:07,INCYCLE,00:01.0
2/24/2026 14:07,IDLE,00:36.0
2/24/2026 14:07,CYCLESTART,00:06.3
2/24/2026 14:07,IDLE,00:01.0
2/24/2026 14:07,CYCLESTART,00:02.0
2/24/2026 14:07,IDLE,00:13.0
2/24/2026 14:08,CYCLESTART,00:05.0
2/24/2026 14:08,IDLE,00:25.5
2/24/2026 14:08,CYCLESTART,00:02.0
2/24/2026 14:08,IDLE,00:01.0
2/24/2026 14:08,CYCLESTART,00:03.0
2/24/2026 14:08,IDLE,00:04.0
2/24/2026 14:08,CYCLESTART,00:02.8
2/24/2026 14:08,IDLE,00:49.1
2/24/2026 14:09,INCYCLE,00:05.0
2/24/2026 14:09,IDLE,01:03.0
2/24/2026 14:10,CYCLESTART,00:01.0
2/24/2026 14:10,IDLE,00:01.0
2/24/2026 14:10,INCYCLE,00:21.0
2/24/2026 14:11,CYCLESTART,00:04.0
2/24/2026 14:11,INCYCLE,00:02.0
2/24/2026 14:11,CYCLESTART,00:03.0
2/24/2026 14:11,IDLE,00:03.0
2/24/2026 14:11,CYCLESTART,00:01.0
2/24/2026 14:11,IDLE,00:19.0
2/24/2026 14:11,CYCLESTART,00:01.0
2/24/2026 14:11,IDLE,00:03.0
2/24/2026 14:11,CYCLESTART,00:03.0
2/24/2026 14:11,IDLE,00:01.0
2/24/2026 14:11,INCYCLE,00:02.0
2/24/2026 14:11,IDLE,00:02.0
2/24/2026 14:11,INCYCLE,00:02.1
2/24/2026 14:11,IDLE,00:01.0
2/24/2026 14:11,INCYCLE,02:11.0
2/24/2026 14:14,IDLE,15:05.2
2/24/2026 14:29,CYCLESTART,03:27.4
2/24/2026 14:32,IDLE,35:57.9
2/24/2026 15:08,CYCLESTART,00:02.0
2/24/2026 15:08,IDLE,00:03.0
2/24/2026 15:08,CYCLESTART,17:24.5
2/24/2026 15:26,INCYCLE,01:16.7
2/24/2026 15:27,CYCLESTART,00:11.5
2/24/2026 15:27,IDLE,03:33.1
2/24/2026 15:31,CYCLESTART,00:04.0
2/24/2026 15:31,IDLE,00:02.0
2/24/2026 15:31,CYCLESTART,00:42.8
2/24/2026 15:31,IDLE,01:46.4
2/24/2026 15:33,CYCLESTART,00:29.0
2/24/2026 15:34,IDLE,00:15.0
2/24/2026 15:34,CYCLESTART,00:01.0
2/24/2026 15:34,IDLE,00:04.0
2/24/2026 15:34,CYCLESTART,01:34.9
2/24/2026 15:36,IDLE,00:04.0
2/24/2026 15:36,CYCLESTART,00:44.1
2/24/2026 15:36,IDLE,00:01.0
2/24/2026 15:36,CYCLESTART,07:39.7
2/24/2026 15:44,INCYCLE,00:20.0
2/24/2026 15:44,CYCLESTART,00:01.0
2/24/2026 15:44,INCYCLE,00:02.0
2/24/2026 15:44,CYCLESTART,00:02.0
2/24/2026 15:44,INCYCLE,00:02.0
2/24/2026 15:44,CYCLESTART,00:09.0
2/24/2026 15:45,INCYCLE,01:41.1
2/24/2026 15:46,IDLE,00:10.3
2/24/2026 15:46,INCYCLE,00:07.0
2/24/2026 15:47,IDLE,00:04.0
2/24/2026 15:47,CYCLESTART,00:02.0
2/24/2026 15:47,IDLE,00:36.5
2/24/2026 15:47,CYCLESTART,00:10.0
2/24/2026 15:47,IDLE,00:13.6
2/24/2026 15:48,INCYCLE,00:00.9
2/24/2026 15:48,IDLE,00:02.0
2/24/2026 15:48,INCYCLE,00:19.9
2/24/2026 15:48,IDLE,00:08.0
2/24/2026 15:48,INCYCLE,00:03.0
2/24/2026 15:48,IDLE,00:48.0
2/24/2026 15:49,CYCLESTART,00:02.0
2/24/2026 15:49,IDLE,01:00.6
2/24/2026 15:50,CYCLESTART,00:46.0
2/24/2026 15:51,INCYCLE,00:03.7
2/24/2026 15:51,CYCLESTART,00:07.0
2/24/2026 15:51,INCYCLE,00:08.0
2/24/2026 15:51,CYCLESTART,00:02.0
2/24/2026 15:51,INCYCLE,00:06.0
2/24/2026 15:51,CYCLESTART,00:01.0
2/24/2026 15:51,INCYCLE,00:03.0
2/24/2026 15:51,CYCLESTART,00:37.5
2/24/2026 15:52,INCYCLE,00:04.0
2/24/2026 15:52,CYCLESTART,00:02.0
2/24/2026 15:52,INCYCLE,00:01.0
2/24/2026 15:52,CYCLESTART,00:06.0
2/24/2026 15:52,INCYCLE,00:47.6
2/24/2026 15:53,CYCLESTART,00:01.0
2/24/2026 15:53,INCYCLE,00:16.0
2/24/2026 15:53,CYCLESTART,00:03.0
2/24/2026 15:53,INCYCLE,00:21.0
2/24/2026 15:54,CYCLESTART,00:02.0
2/24/2026 15:54,INCYCLE,00:04.5
2/24/2026 15:54,CYCLESTART,00:07.0
2/24/2026 15:54,INCYCLE,04:27.6
2/24/2026 15:58,IDLE,00:02.0
2/24/2026 15:58,INCYCLE,00:01.0
2/24/2026 15:58,IDLE,00:10.0
2/24/2026 15:59,INCYCLE,00:02.0
2/24/2026 15:59,IDLE,00:03.0
2/24/2026 15:59,INCYCLE,00:04.0
2/24/2026 15:59,IDLE,01:56.4
2/24/2026 16:01,INCYCLE,00:02.0
2/24/2026 16:01,IDLE,00:02.0
2/24/2026 16:01,INCYCLE,00:14.0
2/24/2026 16:01,IDLE,00:01.0
2/24/2026 16:01,INCYCLE,05:32.2
2/24/2026 16:07,IDLE,00:01.0
2/24/2026 16:07,INCYCLE,00:02.0
2/24/2026 16:07,IDLE,00:15.5
2/24/2026 16:07,INCYCLE,00:37.5
2/24/2026 16:07,IDLE,00:33.8
2/24/2026 16:08,INCYCLE,02:15.5
2/24/2026 16:10,IDLE,01:24.4
2/24/2026 16:12,INCYCLE,01:21.5
2/24/2026 16:13,IDLE,00:02.0
2/24/2026 16:13,INCYCLE,00:04.0
2/24/2026 16:13,IDLE,00:03.0
2/24/2026 16:13,INCYCLE,00:02.0
2/24/2026 16:13,IDLE,00:07.0
2/24/2026 16:13,INCYCLE,00:16.0
2/24/2026 16:14,IDLE,00:01.5
2/24/2026 16:14,INCYCLE,00:02.1
2/24/2026 16:14,IDLE,00:01.0
2/24/2026 16:14,INCYCLE,00:02.0
2/24/2026 16:14,IDLE,00:01.0
2/24/2026 16:14,INCYCLE,00:02.0
2/24/2026 16:14,IDLE,01:44.0
2/24/2026 16:16,CYCLESTART,00:03.0
2/24/2026 16:16,IDLE,00:02.0
2/24/2026 16:16,CYCLESTART,00:02.0
2/24/2026 16:16,IDLE,02:28.9
2/24/2026 16:18,INCYCLE,04:06.1
2/24/2026 16:22,IDLE,00:26.0
2/24/2026 16:23,CYCLESTART,00:06.9
2/24/2026 16:23,IDLE,00:05.0
2/24/2026 16:23,CYCLESTART,00:09.5
2/24/2026 16:23,IDLE,02:35.5
2/24/2026 16:26,CYCLESTART,00:04.0
2/24/2026 16:26,INCYCLE,01:27.4
2/24/2026 16:27,IDLE,00:06.0
2/24/2026 16:27,INCYCLE,00:01.0
2/24/2026 16:27,IDLE,01:04.9
2/24/2026 16:28,INCYCLE,02:08.3
2/24/2026 16:30,IDLE,01:15.5
2/24/2026 16:32,INCYCLE,00:03.0
2/24/2026 16:32,IDLE,00:02.0
2/24/2026 16:32,INCYCLE,00:11.1
2/24/2026 16:32,IDLE,00:39.5
2/24/2026 16:33,INCYCLE,00:01.0
2/24/2026 16:33,IDLE,00:01.0
2/24/2026 16:33,INCYCLE,00:02.0
2/24/2026 16:33,IDLE,00:01.0
2/24/2026 16:33,INCYCLE,07:04.5
2/24/2026 16:40,CYCLESTART,00:08.0
2/24/2026 16:40,INCYCLE,00:05.0
2/24/2026 16:40,CYCLESTART,00:45.0
2/24/2026 16:41,INCYCLE,00:31.6
2/24/2026 16:41,IDLE,00:38.0
2/24/2026 16:42,INCYCLE,00:08.0
2/24/2026 16:42,IDLE,03:07.3
2/24/2026 16:45,INCYCLE,01:08.4
2/24/2026 16:46,IDLE,00:02.0
2/24/2026 16:46,INCYCLE,00:04.0
2/24/2026 16:46,IDLE,00:01.0
2/24/2026 16:46,INCYCLE,00:03.0
2/24/2026 16:46,IDLE,00:41.5
2/24/2026 16:47,CYCLESTART,00:03.0
2/24/2026 16:47,IDLE,01:02.5
2/24/2026 16:48,INCYCLE,03:50.3
2/24/2026 16:52,CYCLESTART,00:08.0
2/24/2026 16:52,INCYCLE,01:54.8
2/24/2026 16:54,IDLE,01:25.0
2/24/2026 16:56,CYCLESTART,00:10.0
2/24/2026 16:56,INCYCLE,00:01.0
2/24/2026 16:56,CYCLESTART,00:23.4
2/24/2026 16:56,INCYCLE,00:14.5
2/24/2026 16:56,IDLE,00:01.0
2/24/2026 16:56,INCYCLE,00:04.0
2/24/2026 16:56,IDLE,00:23.0
2/24/2026 16:57,INCYCLE,00:02.0
2/24/2026 16:57,IDLE,00:01.0
2/24/2026 16:57,INCYCLE,00:02.0
2/24/2026 16:57,IDLE,00:11.0
2/24/2026 16:57,INCYCLE,00:03.0
2/24/2026 16:57,IDLE,00:25.9
2/24/2026 16:58,CYCLESTART,00:01.0
2/24/2026 16:58,IDLE,00:04.0
2/24/2026 16:58,CYCLESTART,00:16.0
2/24/2026 16:58,IDLE,00:27.5
2/24/2026 16:58,CYCLESTART,00:02.0
2/24/2026 16:58,IDLE,00:17.0
2/24/2026 16:59,CYCLESTART,00:01.0
2/24/2026 16:59,IDLE,00:03.0
2/24/2026 16:59,CYCLESTART,00:01.0
2/24/2026 16:59,IDLE,00:24.3
2/24/2026 16:59,INCYCLE,00:03.0
2/24/2026 16:59,IDLE,02:57.4
2/24/2026 17:02,INCYCLE,00:02.0
2/24/2026 17:02,IDLE,00:54.0
2/24/2026 17:03,INCYCLE,03:37.2
2/24/2026 17:07,IDLE,00:02.0
2/24/2026 17:07,INCYCLE,00:01.0
2/24/2026 17:07,IDLE,00:04.0
2/24/2026 17:07,INCYCLE,00:02.0
2/24/2026 17:07,IDLE,00:01.0
2/24/2026 17:07,INCYCLE,00:02.0
2/24/2026 17:07,IDLE,00:01.0
2/24/2026 17:07,INCYCLE,00:04.0
2/24/2026 17:07,IDLE,00:03.0
2/24/2026 17:07,INCYCLE,00:03.0
2/24/2026 17:07,IDLE,00:01.0
2/24/2026 17:07,INCYCLE,00:12.0
2/24/2026 17:07,IDLE,00:01.0
2/24/2026 17:07,INCYCLE,19:29.7
2/24/2026 17:27,IDLE,00:17.0
2/24/2026 17:27,INCYCLE,00:02.9
2/24/2026 17:27,IDLE,00:08.0
2/24/2026 17:27,INCYCLE,03:34.7
2/24/2026 17:31,CYCLESTART,00:25.0
2/24/2026 17:31,INCYCLE,04:51.8
2/24/2026 17:36,CYCLESTART,00:04.0
2/24/2026 17:36,INCYCLE,00:01.0
2/24/2026 17:36,CYCLESTART,00:09.0
2/24/2026 17:36,INCYCLE,00:27.0
2/24/2026 17:37,IDLE,00:01.0
2/24/2026 17:37,INCYCLE,00:02.0
2/24/2026 17:37,IDLE,00:02.9
2/24/2026 17:37,INCYCLE,00:02.5
2/24/2026 17:37,IDLE,00:10.0
2/24/2026 17:37,INCYCLE,00:01.0
2/24/2026 17:37,IDLE,00:13.0
2/24/2026 17:37,INCYCLE,00:01.0
2/24/2026 17:37,IDLE,00:03.0
2/24/2026 17:38,INCYCLE,00:03.0
2/24/2026 17:38,IDLE,00:02.0
2/24/2026 17:38,INCYCLE,00:01.0
2/24/2026 17:38,IDLE,00:13.0
2/24/2026 17:38,CYCLESTART,00:11.5
2/24/2026 17:38,IDLE,01:46.4
2/24/2026 17:40,CYCLESTART,00:04.0
2/24/2026 17:40,IDLE,00:01.0
2/24/2026 17:40,CYCLESTART,00:11.1
2/24/2026 17:40,IDLE,00:04.4
2/24/2026 17:40,CYCLESTART,00:03.0
2/24/2026 17:40,IDLE,00:20.1
2/24/2026 17:41,CYCLESTART,00:02.0
2/24/2026 17:41,IDLE,00:04.0
2/24/2026 17:41,CYCLESTART,00:01.0
2/24/2026 17:41,IDLE,00:08.0
2/24/2026 17:41,INCYCLE,00:01.0
2/24/2026 17:41,IDLE,00:03.0
2/24/2026 17:41,INCYCLE,00:01.0
2/24/2026 17:41,IDLE,00:02.0
2/24/2026 17:41,INCYCLE,00:53.9
2/24/2026 17:42,CYCLESTART,00:05.0
2/24/2026 17:42,IDLE,00:01.0
2/24/2026 17:42,CYCLESTART,00:02.0
2/24/2026 17:42,IDLE,00:02.0
2/24/2026 17:42,INCYCLE,00:25.5
2/24/2026 17:42,IDLE,00:14.0
2/24/2026 17:43,CYCLESTART,00:01.0
2/24/2026 17:43,IDLE,00:04.0
2/24/2026 17:43,CYCLESTART,00:06.1
2/24/2026 17:43,IDLE,00:01.0
2/24/2026 17:43,CYCLESTART,00:04.0
2/24/2026 17:43,IDLE,02:12.4
2/24/2026 17:45,CYCLESTART,00:33.0
2/24/2026 17:46,IDLE,00:01.0
2/24/2026 17:46,CYCLESTART,00:33.3
2/24/2026 17:46,IDLE,00:01.0
2/24/2026 17:46,CYCLESTART,00:10.0
2/24/2026 17:46,IDLE,00:02.0
2/24/2026 17:46,CYCLESTART,00:04.0
2/24/2026 17:46,IDLE,00:13.0
2/24/2026 17:47,INCYCLE,03:51.2
2/24/2026 17:51,IDLE,00:01.0
2/24/2026 17:51,INCYCLE,00:08.5
2/24/2026 17:51,IDLE,00:03.0
2/24/2026 17:51,INCYCLE,00:02.0
2/24/2026 17:51,IDLE,00:06.5
2/24/2026 17:51,INCYCLE,00:01.0
2/24/2026 17:51,IDLE,00:28.5
2/24/2026 17:51,INCYCLE,00:01.9
2/24/2026 17:51,IDLE,00:01.0
2/24/2026 17:51,INCYCLE,00:02.0
2/24/2026 17:51,IDLE,00:04.0
2/24/2026 17:52,INCYCLE,00:02.0
2/24/2026 17:52,IDLE,00:13.0
2/24/2026 17:52,CYCLESTART,00:02.0
2/24/2026 17:52,IDLE,01:32.0
2/24/2026 17:53,CYCLESTART,00:01.0
2/24/2026 17:53,IDLE,00:05.0
2/24/2026 17:53,CYCLESTART,00:01.0
2/24/2026 17:53,IDLE,00:36.3
2/24/2026 17:54,CYCLESTART,00:06.5
2/24/2026 17:54,IDLE,00:02.5
2/24/2026 17:54,CYCLESTART,00:09.0
2/24/2026 17:54,IDLE,00:11.0
2/24/2026 17:55,CYCLESTART,00:02.0
2/24/2026 17:55,IDLE,00:14.0
2/24/2026 17:55,CYCLESTART,00:01.0
2/24/2026 17:55,IDLE,00:09.0
2/24/2026 17:55,CYCLESTART,00:11.1
2/24/2026 17:55,IDLE,00:03.0
2/24/2026 17:55,CYCLESTART,01:21.0
2/24/2026 17:57,IDLE,00:21.3
2/24/2026 17:57,CYCLESTART,00:04.0
2/24/2026 17:57,IDLE,01:00.1
2/24/2026 17:58,CYCLESTART,01:56.6
2/24/2026 18:00,IDLE,00:02.0
2/24/2026 18:00,CYCLESTART,00:05.0
2/24/2026 18:00,IDLE,00:30.0
2/24/2026 18:01,CYCLESTART,00:02.0
2/24/2026 18:01,IDLE,00:03.5
2/24/2026 18:01,CYCLESTART,00:05.0
2/24/2026 18:01,IDLE,00:03.0
2/24/2026 18:01,CYCLESTART,00:02.0
2/24/2026 18:01,IDLE,00:13.0
2/24/2026 18:01,CYCLESTART,00:23.9
2/24/2026 18:01,IDLE,00:09.0
2/24/2026 18:02,CYCLESTART,00:52.6
2/24/2026 18:02,IDLE,00:26.2
2/24/2026 18:03,CYCLESTART,00:14.5
2/24/2026 18:03,IDLE,00:31.5
2/24/2026 18:04,CYCLESTART,06:43.1
2/24/2026 18:10,INCYCLE,01:07.5
2/24/2026 18:12,CYCLESTART,00:03.0
2/24/2026 18:12,INCYCLE,00:31.3
2/24/2026 18:12,CYCLESTART,01:08.5
2/24/2026 18:13,INCYCLE,00:02.5
2/24/2026 18:13,CYCLESTART,00:09.9
2/24/2026 18:13,INCYCLE,00:11.0
2/24/2026 18:14,CYCLESTART,00:03.0
2/24/2026 18:14,INCYCLE,00:02.0
2/24/2026 18:14,CYCLESTART,00:01.0
2/24/2026 18:14,INCYCLE,00:01.0
2/24/2026 18:14,CYCLESTART,00:02.0
2/24/2026 18:14,INCYCLE,00:05.0
2/24/2026 18:14,CYCLESTART,00:02.0
2/24/2026 18:14,INCYCLE,00:09.0
2/24/2026 18:14,CYCLESTART,00:14.0
2/24/2026 18:14,IDLE,03:58.4
2/24/2026 18:18,INCYCLE,00:12.5
2/24/2026 18:18,IDLE,00:01.0
2/24/2026 18:18,INCYCLE,00:52.5
2/24/2026 18:19,IDLE,00:05.0
2/24/2026 18:19,INCYCLE,00:02.0
2/24/2026 18:19,CYCLESTART,00:04.9
2/24/2026 18:20,IDLE,00:02.0
2/24/2026 18:20,INCYCLE,00:03.0
2/24/2026 18:20,IDLE,00:01.0
2/24/2026 18:20,INCYCLE,00:01.0
2/24/2026 18:20,IDLE,00:10.0
2/24/2026 18:20,CYCLESTART,00:02.0
2/24/2026 18:20,IDLE,00:16.5
2/24/2026 18:20,INCYCLE,03:46.6
2/24/2026 18:24,CYCLESTART,00:03.1
2/24/2026 18:24,INCYCLE,00:01.4
2/24/2026 18:24,CYCLESTART,00:04.0
2/24/2026 18:24,INCYCLE,00:02.0
2/24/2026 18:24,CYCLESTART,08:11.9
2/24/2026 18:32,INCYCLE,00:04.5
2/24/2026 18:32,CYCLESTART,00:05.1
2/24/2026 18:32,INCYCLE,00:10.0
2/24/2026 18:33,CYCLESTART,00:10.0
2/24/2026 18:33,INCYCLE,01:53.9
2/24/2026 18:35,CYCLESTART,03:13.1
2/24/2026 18:38,INCYCLE,02:38.9
2/24/2026 18:41,CYCLESTART,00:12.0
2/24/2026 18:41,IDLE,00:01.0
2/24/2026 18:41,CYCLESTART,00:03.0
2/24/2026 18:41,IDLE,00:59.0
2/24/2026 18:42,CYCLESTART,06:49.9
2/24/2026 18:49,INCYCLE,00:56.6
2/24/2026 18:50,CYCLESTART,00:10.3
2/24/2026 18:50,INCYCLE,00:02.6
2/24/2026 18:50,CYCLESTART,00:03.9
2/24/2026 18:50,INCYCLE,00:01.0
2/24/2026 18:50,CYCLESTART,00:02.0
2/24/2026 18:50,INCYCLE,00:01.0
2/24/2026 18:50,CYCLESTART,00:17.0
2/24/2026 18:50,INCYCLE,00:02.0
2/24/2026 18:50,CYCLESTART,00:02.0
2/24/2026 18:50,INCYCLE,05:47.8
2/24/2026 18:56,IDLE,00:03.0
2/24/2026 18:56,INCYCLE,00:07.0
2/24/2026 18:56,IDLE,00:01.0
2/24/2026 18:56,INCYCLE,02:10.8
2/24/2026 18:58,IDLE,00:07.0
2/24/2026 18:59,CYCLESTART,00:17.9
2/24/2026 18:59,IDLE,00:03.0
2/24/2026 18:59,CYCLESTART,00:01.0
2/24/2026 18:59,IDLE,00:02.0
2/24/2026 18:59,INCYCLE,00:01.0
2/24/2026 18:59,IDLE,00:02.0
2/24/2026 18:59,CYCLESTART,00:26.0
2/24/2026 18:59,INCYCLE,00:01.0
2/24/2026 18:59,CYCLESTART,11:17.6
2/24/2026 19:11,IDLE,00:02.0
2/24/2026 19:11,CYCLESTART,00:02.0
2/24/2026 19:11,IDLE,00:16.5
2/24/2026 19:11,INCYCLE,00:04.0
2/24/2026 19:11,IDLE,02:39.1
2/24/2026 19:14,CYCLESTART,00:04.1
2/24/2026 19:14,INCYCLE,01:00.7
2/24/2026 19:15,IDLE,04:08.8
2/24/2026 19:19,CYCLESTART,00:49.5
2/24/2026 19:20,IDLE,00:41.0
2/24/2026 19:21,INCYCLE,03:48.9
2/24/2026 19:24,IDLE,00:03.0
2/24/2026 19:24,INCYCLE,00:03.0
2/24/2026 19:24,IDLE,00:12.3
2/24/2026 19:25,INCYCLE,18:15.1
2/24/2026 19:43,IDLE,00:03.0
2/24/2026 19:43,INCYCLE,00:01.0
2/24/2026 19:43,IDLE,00:17.5
2/24/2026 19:43,INCYCLE,00:35.5
2/24/2026 19:44,IDLE,00:02.0
2/24/2026 19:44,INCYCLE,09:45.2
2/24/2026 19:54,CYCLESTART,00:01.0
2/24/2026 19:54,INCYCLE,00:03.0
2/24/2026 19:54,CYCLESTART,00:03.0
2/24/2026 19:54,INCYCLE,01:53.5
2/24/2026 19:56,IDLE,00:19.0
2/24/2026 19:56,INCYCLE,00:14.0
2/24/2026 19:56,CYCLESTART,00:03.0
2/24/2026 19:56,INCYCLE,00:01.0
2/24/2026 19:56,CYCLESTART,00:02.0
2/24/2026 19:56,IDLE,00:01.0
2/24/2026 19:56,CYCLESTART,00:01.0
2/24/2026 19:56,IDLE,00:27.7
2/24/2026 19:57,INCYCLE,00:01.0
2/24/2026 19:57,IDLE,00:03.0
2/24/2026 19:57,INCYCLE,00:01.0
2/24/2026 19:57,IDLE,00:08.0
2/24/2026 19:57,INCYCLE,00:01.0
2/24/2026 19:57,IDLE,00:30.6
2/24/2026 19:58,INCYCLE,00:03.4
2/24/2026 19:58,IDLE,00:26.9
2/24/2026 19:58,INCYCLE,00:01.0
2/24/2026 19:58,IDLE,00:10.0
2/24/2026 19:58,INCYCLE,00:02.0
2/24/2026 19:58,IDLE,00:01.0
2/24/2026 19:58,INCYCLE,00:03.0
2/24/2026 19:58,IDLE,00:04.0
2/24/2026 19:58,INCYCLE,00:02.0
2/24/2026 19:58,IDLE,00:01.0
2/24/2026 19:58,INCYCLE,00:08.5
2/24/2026 19:59,IDLE,00:08.6
2/24/2026 19:59,INCYCLE,00:01.0
2/24/2026 19:59,IDLE,00:02.0
2/24/2026 19:59,INCYCLE,00:06.0
2/24/2026 19:59,IDLE,00:25.1
2/24/2026 19:59,CYCLESTART,00:02.0
2/24/2026 19:59,IDLE,03:37.7
2/24/2026 20:03,INCYCLE,00:02.0
2/24/2026 20:03,IDLE,00:05.0
2/24/2026 20:03,CYCLESTART,00:06.0
2/24/2026 20:03,INCYCLE,00:05.0
2/24/2026 20:03,CYCLESTART,00:01.0
2/24/2026 20:03,IDLE,00:04.0
2/24/2026 20:03,CYCLESTART,00:02.0
2/24/2026 20:03,IDLE,00:37.0
2/24/2026 20:04,INCYCLE,04:03.2
2/24/2026 20:08,IDLE,03:00.8
2/24/2026 20:11,INCYCLE,00:02.0
2/24/2026 20:11,IDLE,00:11.0
2/24/2026 20:11,INCYCLE,00:01.0
2/24/2026 20:11,IDLE,00:05.0
2/24/2026 20:11,INCYCLE,00:04.0
2/24/2026 20:11,IDLE,00:29.7
2/24/2026 20:12,INCYCLE,00:05.0
2/24/2026 20:12,IDLE,00:01.0
2/24/2026 20:12,INCYCLE,00:16.0
2/24/2026 20:12,IDLE,00:01.0
2/24/2026 20:12,INCYCLE,00:19.0
2/24/2026 20:13,IDLE,00:03.0
2/24/2026 20:13,INCYCLE,00:02.0
2/24/2026 20:13,IDLE,00:02.0
2/24/2026 20:13,INCYCLE,00:08.3
2/24/2026 20:13,IDLE,02:10.1
2/24/2026 20:15,CYCLESTART,00:07.0
2/24/2026 20:15,IDLE,00:01.0
2/24/2026 20:15,CYCLESTART,02:28.7
2/24/2026 20:18,INCYCLE,00:55.5
2/24/2026 20:19,CYCLESTART,00:22.6
2/24/2026 20:19,IDLE,17:39.4
2/24/2026 20:37,CYCLESTART,09:54.2
2/24/2026 20:47,INCYCLE,00:01.0
2/24/2026 20:47,CYCLESTART,00:09.1
2/24/2026 20:47,INCYCLE,00:03.9
2/24/2026 20:47,CYCLESTART,00:03.9
2/24/2026 20:47,INCYCLE,00:05.0
2/24/2026 20:47,CYCLESTART,00:53.0
2/24/2026 20:48,INCYCLE,00:03.6
2/24/2026 20:48,CYCLESTART,00:25.0
2/24/2026 20:48,INCYCLE,00:10.0
2/24/2026 20:48,CYCLESTART,00:03.0
2/24/2026 20:48,INCYCLE,00:03.0
2/24/2026 20:49,CYCLESTART,00:11.0
2/24/2026 20:49,INCYCLE,00:03.6
2/24/2026 20:49,CYCLESTART,00:03.0
2/24/2026 20:49,INCYCLE,00:17.1
2/24/2026 20:49,CYCLESTART,00:07.0
2/24/2026 20:49,INCYCLE,00:01.0
2/24/2026 20:49,CYCLESTART,00:03.0
2/24/2026 20:49,INCYCLE,05:29.8
2/24/2026 20:55,CYCLESTART,02:40.7
2/24/2026 20:57,INCYCLE,00:10.0
2/24/2026 20:58,CYCLESTART,07:37.9
2/24/2026 21:05,INCYCLE,00:07.9
2/24/2026 21:05,CYCLESTART,00:02.0
2/24/2026 21:05,INCYCLE,00:23.5
2/24/2026 21:06,IDLE,00:03.0
2/24/2026 21:06,INCYCLE,00:03.0
2/24/2026 21:06,IDLE,00:01.0
2/24/2026 21:06,INCYCLE,00:03.5
2/24/2026 21:06,CYCLESTART,00:05.2
2/24/2026 21:06,INCYCLE,00:04.0
2/24/2026 21:06,IDLE,00:06.0
2/24/2026 21:06,INCYCLE,03:53.7
2/24/2026 21:10,CYCLESTART,00:04.0
2/24/2026 21:10,INCYCLE,04:40.7
2/24/2026 21:15,IDLE,04:30.2
2/24/2026 21:19,INCYCLE,00:17.9
2/24/2026 21:20,IDLE,00:48.5
2/24/2026 21:21,INCYCLE,06:57.1
2/24/2026 21:27,IDLE,00:03.0
2/24/2026 21:28,INCYCLE,00:33.5
2/24/2026 21:28,CYCLESTART,00:02.0
2/24/2026 21:28,INCYCLE,00:03.0
2/24/2026 21:28,IDLE,00:04.0
2/24/2026 21:28,CYCLESTART,00:05.0
2/24/2026 21:28,IDLE,00:03.5
2/24/2026 21:28,CYCLESTART,00:02.0
2/24/2026 21:28,IDLE,00:06.0
2/24/2026 21:28,CYCLESTART,00:02.0
2/24/2026 21:29,IDLE,00:06.0
2/24/2026 21:29,INCYCLE,00:25.0
2/24/2026 21:29,IDLE,00:11.0
2/24/2026 21:29,CYCLESTART,00:18.0
2/24/2026 21:30,INCYCLE,00:01.0
2/24/2026 21:30,CYCLESTART,00:02.0
2/24/2026 21:30,INCYCLE,00:01.0
2/24/2026 21:30,CYCLESTART,00:02.0
2/24/2026 21:30,INCYCLE,00:10.0
2/24/2026 21:30,CYCLESTART,00:03.0
2/24/2026 21:30,IDLE,00:07.0
2/24/2026 21:30,CYCLESTART,00:10.0
2/24/2026 21:30,IDLE,00:03.0
2/24/2026 21:30,CYCLESTART,00:50.9
2/24/2026 21:31,INCYCLE,00:01.0
2/24/2026 21:31,CYCLESTART,00:03.0
2/24/2026 21:31,INCYCLE,00:03.0
2/24/2026 21:31,CYCLESTART,00:03.0
2/24/2026 21:31,INCYCLE,00:07.0
